movieid,title
7728,"Postman Always Rings Twice, The"
3531,All the Vermeers in New York
3534,28 Days
3535,American Psycho
3536,Keeping the Faith
3537,Where the Money Is
3538,East is East
3539,"Filth and the Fury, The"
3543,Diner
3544,Shakes the Clown
3545,Cabaret
3546,What Ever Happened to Baby Jane?
3548,Auntie Mame
3549,Guys and Dolls
3550,The Hunger
3551,Marathon Man
3552,Caddyshack
3553,Gossip
3554,Love and Basketball
3555,U-571
3556,"Virgin Suicides, The"
3557,Jennifer 8
3559,Limelight
3563,"Crow: Salvation, The"
3564,"Flintstones in Viva Rock Vegas, The"
3565,Where the Heart Is
3566,"Big Kahuna, The"
3567,Bossa Nova
3568,Smiling Fish and Goat on Fire
3569,"Idiots, The (Idioterne)"
3571,Time Code
3572,Carnosaur
3573,Carnosaur 2
3574,Carnosaur 3: Primal Species
3576,"Hidden, The"
3577,Two Moon Junction
8132,Gladiator
3580,Up at the Villa
3581,Human Traffic
3584,Breathless
3586,The Idolmaker
165101,Inferno
3590,"Lords of Flatbush, The"
3591,Mr. Mom
3592,"Time Masters (Maîtres du temps, Les)"
3593,Battlefield Earth
3594,Center Stage
3596,Screwed
3597,Whipped
3599,Anchors Aweigh
3604,Gypsy
3606,On the Town
3608,Pee-wee's Big Adventure
3609,Regret to Inform
3614,Honeymoon in Vegas
3615,Dinosaur
3617,Road Trip
3618,Small Time Crooks
3619,"Hollywood Knights, The"
3622,"Twelve Chairs, The"
3623,Mission: Impossible II
3624,Shanghai Noon
3625,Better Living Through Circuitry
3626,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women)
3627,Carnival of Souls
3628,Flying Tigers
3629,"Gold Rush, The"
3632,Monsieur Verdoux
3633,On Her Majesty's Secret Service
3634,Seven Days in May
3635,"Spy Who Loved Me, The"
3637,Vagabond (Sans toit ni loi)
3638,Moonraker
3639,"Man with the Golden Gun, The"
3640,"King in New York, A"
3641,"Woman of Paris, A"
3643,"Fighting Seabees, The"
3646,Big Momma's House
3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The)"
3649,American Gigolo
3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi)"
3653,"Endless Summer, The"
3654,"Guns of Navarone, The"
3655,Blow-Out (La grande bouffe)
3658,Quatermass and the Pit
3660,Puppet Master
3661,Puppet Master II
3662,Puppet Master III: Toulon's Revenge
3663,Puppet Master 4
3664,Puppet Master 5: The Final Chapter
3667,Rent-A-Cop
3668,Romeo and Juliet
3669,Stay Tuned
3671,Blazing Saddles
3672,Benji
3673,Benji the Hunted
3674,For the Love of Benji
3675,White Christmas
3676,Eraserhead
3677,Baraka
3678,"Man with the Golden Arm, The"
3679,"Decline of Western Civilization, The"
3680,"Decline of Western Civilization Part II: The Metal Years, The"
3681,For a Few Dollars More (Per qualche dollaro in più)
3682,Magnum Force
3683,Blood Simple
3684,"Fabulous Baker Boys, The"
3685,Prizzi's Honor
3686,Flatliners
3687,Light Years (Gandahar)
3688,Porky's
3689,Porky's II: The Next Day
3690,Porky's Revenge
3691,Private School
3692,Class of Nuke 'Em High
3693,"Toxic Avenger, The"
3694,"Toxic Avenger, Part II, The"
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The"
3696,Night of the Creeps
3697,Predator 2
3698,"Running Man, The"
3699,Starman
3700,"Brother from Another Planet, The"
3701,Alien Nation
3702,Mad Max
3703,"Road Warrior, The (Mad Max 2)"
3704,Mad Max Beyond Thunderdome
3705,Bird on a Wire
3706,Angel Heart
3707,9 1/2 Weeks (Nine 1/2 Weeks)
3708,Firestarter
3709,Sleepwalkers
3710,Action Jackson
3711,Sarafina!
3712,Soapdish
3713,"Long Walk Home, The"
3714,Clara's Heart
3715,Burglar
3716,Fatal Beauty
26322,Gone in 60 Seconds
3719,Love's Labour's Lost
52328,Sunshine
3724,Coming Home
3725,American Pop
31420,Assault on Precinct 13
3727,Near Dark
3728,One False Move
3744,Shaft
3730,"Conversation, The"
3731,Cutter's Way
3732,"Fury, The"
3733,"Paper Chase, The"
3735,Serpico
3736,"Ace in the Hole (Big Carnival, The)"
3737,Lonely Are the Brave
3738,"Sugarland Express, The"
3739,Trouble in Paradise
3740,Big Trouble in Little China
3741,Badlands
3742,Battleship Potemkin
3743,Boys and Girls
3745,Titan A.E.
3746,Butterfly (La lengua de las mariposas)
3747,Jesus' Son
3751,Chicken Run
3752,"Me, Myself & Irene"
72591,"Patriot, The"
3754,"Adventures of Rocky and Bullwinkle, The"
3755,"Perfect Storm, The"
3756,"Golden Bowl, The"
3758,Communion
3760,"Kentucky Fried Movie, The"
3761,"Blood In, Blood Out"
3763,F/X
3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion)
3765,"Hot Spot, The"
3766,Missing in Action
3767,Missing in Action 2: The Beginning
3768,Braddock: Missing in Action III
3769,Thunderbolt and Lightfoot
3770,Dreamscape
3771,The Golden Voyage of Sinbad
3773,House Party
3774,House Party 2
3783,Croupier
3785,Scary Movie
3786,But I'm a Cheerleader
3787,Shower (Xizao)
3788,Blow-Up (Blowup)
3789,"Pawnbroker, The"
3790,Groove
90343,Footloose
3792,Duel in the Sun
3793,X-Men
3794,Chuck & Buck
3795,"Five Senses, The"
3797,"In Crowd, The"
3798,What Lies Beneath
3799,Pokémon the Movie 2000
3801,Anatomy of a Murder
3802,Freejack
3806,Mackenna's Gold
3807,Sinbad and the Eye of the Tiger
3808,"Two Women (Ciociara, La)"
3809,What About Bob?
3810,White Sands
3811,Breaker Morant
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask
3813,Interiors
3814,Love and Death
3816,"Official Story, The (La historia oficial)"
3819,Tampopo
3821,Nutty Professor II: The Klumps
3822,"Girl on the Bridge, The (Fille sur le pont, La)"
6868,Wonderland
3824,Autumn in New York
3825,Coyote Ugly
3826,Hollow Man
3827,Space Cowboys
3830,Psycho Beach Party
3831,Saving Grace
3832,"Black Sabbath (Tre volti della paura, I)"
3833,"Brain That Wouldn't Die, The"
3834,Bronco Billy
3835,"Crush, The"
3836,Kelly's Heroes
3837,Phantasm II
3838,Phantasm III: Lord of the Dead
3839,Phantasm IV: Oblivion
3840,Pumpkinhead
3841,Air America
3843,Sleepaway Camp
3844,Steel Magnolias
3845,And God Created Woman (Et Dieu... créa la femme)
3846,Easy Money
3847,"Ilsa, She Wolf of the SS"
3849,The Spiral Staircase
3851,I'm the One That I Want
3852,"Tao of Steve, The"
3855,"Affair of Love, An (Liaison pornographique, Une)"
3857,Bless the Child
3858,Cecil B. DeMented
3859,"Eyes of Tammy Faye, The"
3861,"Replacements, The"
3862,About Adam
3863,"Cell, The"
3864,Godzilla 2000 (Gojira ni-sen mireniamu)
3865,"Original Kings of Comedy, The"
3868,"Naked Gun: From the Files of Police Squad!, The"
3869,"Naked Gun 2 1/2: The Smell of Fear, The"
3870,Our Town
3871,Shane
3872,"Suddenly, Last Summer"
3873,Cat Ballou
3877,Supergirl
3879,"Art of War, The"
3882,Bring It On
3884,"Crew, The"
3888,Skipped Parts
3889,Highlander: Endgame (Highlander IV)
3893,Nurse Betty
3894,Solas
3895,"Watcher, The"
3896,"Way of the Gun, The"
3897,Almost Famous
3898,Bait
3899,Circus
3900,Crime and Punishment in Suburbia
3901,Duets
3906,Under Suspicion
3908,Urban Legends: Final Cut
3909,Woman on Top
3910,Dancer in the Dark
3911,Best in Show
3912,Beautiful
3914,"Broken Hearts Club, The"
3915,Girlfight
3916,Remember the Titans
3917,Hellraiser
3918,Hellbound: Hellraiser II
3919,Hellraiser III: Hell on Earth
3920,"Faraway, So Close (In weiter Ferne, so nah!)"
3922,Bikini Beach
3925,Stranger Than Paradise
3926,Voyage to the Bottom of the Sea
3927,Fantastic Voyage
3928,Abbott and Costello Meet Frankenstein
3929,"Bank Dick, The"
3930,"Creature from the Black Lagoon, The"
3932,"Invisible Man, The"
3933,"Killer Shrews, The"
3937,Runaway
3938,"Slumber Party Massacre, The"
3939,Slumber Party Massacre II
3940,Slumber Party Massacre III
3941,Sorority House Massacre
3942,Sorority House Massacre II
3943,Bamboozled
3945,Digimon: The Movie
3947,Get Carter
3948,Meet the Parents
3949,Requiem for a Dream
3950,Tigerland
3951,Two Family House
3952,"Contender, The"
3953,Dr. T and the Women
3955,"Ladies Man, The"
3957,Billy Jack
3958,Billy Jack Goes to Washington
5171,"Time Machine, The"
3962,Ghoulies II
3963,"Unsinkable Molly Brown, The"
3964,"Adventures of Ichabod and Mr. Toad, The"
3965,"Strange Love of Martha Ivers, The"
3966,Detour
3967,Billy Elliot
7708,Bedazzled
3969,Pay It Forward
3971,"Private Eyes, The"
3972,"Legend of Drunken Master, The (Jui kuen II)"
3973,Book of Shadows: Blair Witch 2
3974,"Little Vampire, The"
3977,Charlie's Angels
3978,"Legend of Bagger Vance, The"
3979,Little Nicky
3980,Men of Honor
3981,Red Planet
3983,You Can Count on Me
3984,Diamonds Are Forever
3985,"Eagle Has Landed, The"
3986,"6th Day, The"
3987,Bounce
3988,How the Grinch Stole Christmas (a.k.a. The Grinch)
3989,One Day in September
3990,Rugrats in Paris: The Movie
3991,102 Dalmatians
3992,Malèna
3993,Quills
3994,Unbreakable
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long)"
3997,Dungeons & Dragons
3998,Proof of Life
3999,Vertical Limit
4000,"Bounty, The"
4002,"Planes, Trains & Automobiles"
4003,She's Having a Baby
4005,"Living Daylights, The"
4006,Transformers: The Movie
4007,Wall Street
4008,Born on the Fourth of July
4009,Talk Radio
4010,Brewster's Millions
4011,Snatch
4012,Punchline
4703,Chocolat
4015,"Dude, Where's My Car?"
4016,"Emperor's New Groove, The"
4017,Pollock
4018,What Women Want
4019,Finding Forrester
4020,"Gift, The"
4021,Before Night Falls
4022,Cast Away
4023,"Family Man, The"
4024,"House of Mirth, The"
4025,Miss Congeniality
4027,"O Brother, Where Art Thou?"
4029,State and Main
4030,Dracula 2000
4031,All the Pretty Horses
4032,"Everlasting Piece, An"
4033,Thirteen Days
4034,Traffic
4035,"Claim, The"
4036,Shadow of the Vampire
4037,House of Games
4039,Annie
4040,Don't Tell Mom the Babysitter's Dead
4041,"Officer and a Gentleman, An"
4042,"Alamo, The"
4043,At Close Range
4046,Friendly Persuasion
4047,Gettysburg
4051,Horrors of Spider Island (Ein Toter Hing im Netz)
4052,Antitrust
4053,Double Take
4054,Save the Last Dance
4055,Panic
4056,"Pledge, The"
4061,The Man in the Moon
4062,Mystic Pizza
4063,Prelude to a Kiss
4064,Coffy
4065,Foxy Brown
4066,I'm Gonna Git You Sucka
4067,Untamed Heart
4068,Sugar & Spice
4069,"Wedding Planner, The"
4074,"Legend of Rita, The (Stille nach dem Schuß, Die)"
4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien)"
4078,Amazing Grace and Chuck
4079,Amazon Women on the Moon
4080,Baby Boom
4081,Back to the Beach
4082,Barfly
4083,Best Seller
4084,Beverly Hills Cop II
4085,Beverly Hills Cop
4086,"Big Easy, The"
4089,Born in East L.A.
4090,"Brave Little Toaster, The"
4091,Can't Buy Me Love
4092,Cherry 2000
4093,Cop
4102,Eddie Murphy Raw
4103,Empire of the Sun
4104,Ernest Goes to Camp
4105,"Evil Dead, The"
4109,Flowers in the Attic
4110,"Fourth Protocol, The"
4111,Gardens of Stone
4113,"Glass Menagerie, The"
4115,Hiding Out
4116,Hollywood Shuffle
4117,Hope and Glory
4121,Innerspace
4123,Ishtar
4124,Jaws: The Revenge
4125,Leonard Part 6
4126,Less Than Zero
4127,"Like Father, Like Son"
4128,"Lost Boys, The"
4129,Made in Heaven
4130,Maid to Order
4131,Making Mr. Right
4132,Mannequin
4133,Masters of the Universe
4135,"Monster Squad, The"
4138,My Demon Lover
4967,No Man's Land
4141,Head Over Heels
4142,Left Behind: The Movie
4143,Valentine
4144,In the Mood For Love (Fa yeung nin wa)
4146,"Million Dollar Hotel, The"
4147,Nico and Dani (Krámpack)
4148,Hannibal
4149,Saving Silverman (Evil Woman)
4152,Vatel
4153,Down to Earth
4154,Recess: School's Out
4155,Sweet November
4156,Company Man
4157,"Price of Milk, The"
4158,Monkeybone
4159,3000 Miles to Graceland
4160,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La)"
4161,"Mexican, The"
4164,"Caveman's Valentine, The"
4166,Series 7: The Contenders
4167,15 Minutes
4168,Get Over It
4171,Long Night's Journey Into Day
6790,Avalon
4175,Gray's Anatomy
4180,Reform School Girls
4181,Tapeheads
4184,"Bishop's Wife, The"
4187,Lilies of the Field
4189,"Greatest Story Ever Told, The"
4190,Elmer Gantry
8948,Alfie
4193,"Fantasticks, The"
4195,"Abominable Dr. Phibes, The"
4197,Real Life
4198,Battle Beyond the Stars
4200,Double Impact
4202,Fuzz
4203,Harley Davidson and the Marlboro Man
4204,Losin' It
4205,Mermaids
4207,Navy Seals
4210,Manhunter
4211,Reversal of Fortune
4212,Death on the Nile
4214,Revenge of the Nerds
4215,Revenge of the Nerds II: Nerds in Paradise
4217,4 Little Girls
4218,River's Edge
4219,Girls Just Want to Have Fun
33646,"Longest Yard, The"
4221,Necessary Roughness
4223,Enemy at the Gates
4224,Exit Wounds
4225,"Dish, The"
4226,Memento
4228,Heartbreakers
4229,Say It Isn't So
4231,Someone Like You
4232,Spy Kids
4233,Tomcats
4234,"Tailor of Panama, The"
4235,Amores Perros (Love's a Bitch)
4236,Keep the River on Your Right: A Modern Cannibal Tale
4237,"Gleaners & I, The (Les glaneurs et la glaneuse)"
4238,Along Came a Spider
4239,Blow
4240,Just Visiting
4241,Pokémon 3: The Movie
100487,Beautiful Creatures
4243,Brigham City
4246,Bridget Jones's Diary
4247,Joe Dirt
4248,Josie and the Pussycats
4251,Chopper
4252,"Circle, The (Dayereh)"
4254,Crocodile Dundee in Los Angeles
4255,Freddy Got Fingered
4256,"Center of the World, The"
4259,"Luzhin Defence, The"
140523,"Visit, The"
25788,Scarface
4263,Days of Wine and Roses
4265,Driven
4267,One Night at McCool's
4268,Town & Country
4270,"Mummy Returns, The"
4273,Under the Sand
4275,Krull
4276,Lost in America
4278,Triumph of the Will (Triumph des Willens)
4280,"World According to Garp, The"
4282,Fellini Satyricon
4285,Frankie and Johnny
4289,"City of Women, The (Città delle donne, La)"
4290,For the Boys
4291,Nine to Five (a.k.a. 9 to 5)
4292,Norma Rae
4293,Summer Rental
4294,"5,000 Fingers of Dr. T, The"
4296,Love Story
4297,Pelle the Conqueror (Pelle erobreren)
4298,Rififi (Du rififi chez les hommes)
4299,"Knight's Tale, A"
4300,Bread and Roses
4304,Startup.com
4305,Angel Eyes
4306,Shrek
4307,"Fast Food, Fast Women"
4308,Moulin Rouge
4310,Pearl Harbor
4312,Himalaya (Himalaya - l'enfance d'un chef)
4313,"Man Who Cried, The"
4316,Ice Castles
4317,Love Potion #9
4321,City Slickers
4322,Eight Men Out
4323,"Horse Soldiers, The"
4325,"Night, The (Notte, La)"
4326,Mississippi Burning
4327,"Magnificent Seven, The"
4329,Rio Bravo
4333,Throw Momma from the Train
4334,Yi Yi
4337,"Sand Pebbles, The"
4338,Twelve O'Clock High
4339,Von Ryan's Express
4340,"Animal, The"
4342,Big Eden
4343,Evolution
4344,Swordfish
4345,"Anniversary Party, The"
4347,Divided We Fall (Musíme si pomáhat)
4349,Catch-22
4350,Forgotten Silver
4351,Point Break
4353,Uncommon Valor
4354,Unlawful Entry
4355,Youngblood
4356,Gentlemen Prefer Blondes
4357,How to Marry a Millionaire
4359,"Seven Year Itch, The"
4361,Tootsie
4366,Atlantis: The Lost Empire
4367,Lara Croft: Tomb Raider
4368,Dr. Dolittle 2
4369,"Fast and the Furious, The"
4370,A.I. Artificial Intelligence
4371,Baby Boy
4372,Crazy/Beautiful
4373,Pootie Tang
4374,Let It Snow
4378,Sexy Beast
4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der)"
4381,"Closet, The (Placard, Le)"
4383,"Crimson Rivers, The (Rivières pourpres, Les)"
4384,Lumumba
4386,Cats & Dogs
4387,Kiss of the Dragon
4388,Scary Movie 2
4389,Lost and Delirious
4390,Rape Me (Baise-moi)
72982,Alice
4393,Another Woman
4394,Beach Blanket Bingo
4395,Big Deal on Madonna Street (I Soliti Ignoti)
4396,"Cannonball Run, The"
4397,Cannonball Run II
4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le)"
4402,Dr. Goldfoot and the Bikini Machine
4403,"Fall of the House of Usher, The (House of Usher)"
4404,Faust
4406,"Man Who Shot Liberty Valance, The"
4407,Salvador
4408,September
4409,Shadows and Fog
4410,Something Wild
4412,"Thing with Two Heads, The"
4419,All That Heaven Allows
4420,"Barefoot Contessa, The"
4422,Cries and Whispers (Viskningar och rop)
4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il)"
4426,Kiss Me Deadly
4427,"Lion in Winter, The"
4428,"Misfits, The"
4429,Moby Dick
4432,Sweet Smell of Success
4433,Written on the Wind
4434,"10th Victim, The (La decima vittima)"
174551,Obsession
4437,Suspiria
4438,"Fist of Fury (Chinese Connection, The) (Jing wu men)"
4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo)
4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong)"
4441,Game of Death
4442,"Last Dragon, The"
4443,Outland
4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang)"
4445,T-Rex: Back to the Cretaceous
4446,Final Fantasy: The Spirits Within
4447,Legally Blonde
4448,"Score, The"
4449,Adanggaman
94130,Bully
4451,Jump Tomorrow
4452,Made
4453,Michael Jordan to the Max
4454,More
4458,Africa: The Serengeti
4459,Alaska: Spirit of the Wild
4462,18 Again!
4463,1969
4464,"Accidental Tourist, The"
4465,"Accused, The"
4466,Above the Law
4467,"Adventures of Baron Munchausen, The"
4470,Ariel
4471,Arthur 2: On the Rocks
4473,Bat*21
4474,Beaches
4475,"Beast of War, The (Beast, The)"
4476,Big Business
4477,Big Top Pee-Wee
4478,Biloxi Blues
4482,"Bright Lights, Big City"
4483,Caddyshack II
4484,Camille Claudel
4487,Cocktail
4488,Colors
4489,Coming to America
4490,"Couch Trip, The"
4492,Critters
4495,Crossing Delancey
7223,D.O.A.
4497,Dead Heat
4498,"Dead Pool, The"
4499,Dirty Rotten Scoundrels
4500,Drowning by Numbers
4502,Ernest Saves Christmas
4504,Feds
4505,For Keeps
4506,Frantic
4508,Gorillas in the Mist
4509,"Great Outdoors, The"
4511,High Spirits
4516,Johnny Be Good
4517,Lady in White (a.k.a. The Mystery of the Lady in White)
4518,The Lair of the White Worm
4519,"Land Before Time, The"
4520,License to Drive
4521,Little Nikita
4522,Masquerade
4523,Milagro Beanfield War
4524,Moon Over Parador
4526,My Stepmother Is an Alien
4527,"Night in the Life of Jimmy Reardon, A"
4529,Bagdad Cafe (Out of Rosenheim)
4531,Red Heat
4533,"Return of the Living Dead, The"
4534,Return to Snowy River (a.k.a. The Man From Snowy River II)
4535,"Man from Snowy River, The"
4537,Running on Empty
4541,"Serpent and the Rainbow, The"
4544,Short Circuit 2
4545,Short Circuit
4546,"Vanishing, The (Spoorloos)"
4552,"Tetsuo, the Ironman (Tetsuo)"
4553,They Live
4557,Tucker: The Man and His Dream
4558,Twins
4562,Without a Clue
4563,Young Einstein
4564,Always
4565,American Ninja
4568,Best of the Best
4571,Bill & Ted's Excellent Adventure
4572,Black Rain
4573,Blaze
4574,Blind Fury
4577,Casualties of War
4578,Chances Are
4580,Cyborg
4581,Dad
4583,Disorganized Crime
4584,Dream a Little Dream
4585,"Dream Team, The"
4587,Earth Girls Are Easy
4589,Eddie and the Cruisers
4591,Erik the Viking
4593,Family Business
4594,Farewell to the King
4595,Fat Man and Little Boy
4597,Gleaming the Cube
4599,Great Balls of Fire!
4600,Gross Anatomy (a.k.a. A Cut Above)
4602,Harlem Nights
4603,Her Alibi
4605,How to Get Ahead in Advertising
4608,"Innocent Man, An"
4610,"January Man, The"
4611,Johnny Handsome
4612,Jesus of Montreal (Jésus de Montréal)
4613,K-9
4614,Kickboxer
4615,Last Exit to Brooklyn
4616,Lean on Me
4617,Let It Ride
4619,Little Monsters
4621,Look Who's Talking
4622,Loverboy
4623,Major League
4624,Meet the Feebles
4625,Millennium
4626,Miracle Mile
4628,New York Stories
4629,Next of Kin
4630,No Holds Barred
4632,"Package, The"
4634,Penn & Teller Get Killed
4635,Pink Cadillac
7439,"Punisher, The"
4638,Jurassic Park III
4639,America's Sweethearts
4640,Brother
4641,Ghost World
4642,Hedwig and the Angry Inch
4644,Bread and Tulips (Pane e tulipani)
4645,Cure
4646,Greenfingers
4649,Wet Hot American Summer
4653,"Return of the Musketeers, The"
4654,Road House
4658,Santa Sangre
4660,Scenes from the Class Struggle in Beverly Hills
4661,Sea of Love
4662,"See No Evil, Hear No Evil"
4663,She's Out of Control
4666,Skin Deep
4670,"Stepfather, The"
4671,Sweetie
4672,"Tall Guy, The"
4673,Tango & Cash
4675,Three Fugitives
4676,Troop Beverly Hills
4677,Turner & Hooch
4678,UHF
4679,Uncle Buck
4681,"War of the Roses, The"
4683,"Wizard, The"
4686,Weekend at Bernie's II
4687,Billy Liar
4688,Black Robe
4689,"Cat o' Nine Tails, The (Gatto a nove code, Il)"
4690,"Cotton Club, The"
4695,Who'll Stop the Rain
4697,Basket Case
4699,Original Sin
4700,"Princess Diaries, The"
4701,Rush Hour 2
4704,Hatari!
4705,"Cage aux Folles, La"
4708,Marat/Sade
4709,Paint Your Wagon
4710,"Shootist, The"
4711,Theremin: An Electronic Odyssey
4713,Altered States
4714,Any Which Way You Can
4715,"Awakening, The"
4717,"Battle Creek Brawl (Big Brawl, The)"
4718,American Pie 2
4719,Osmosis Jones
4720,"Others, The"
4721,American Outlaws
4722,All Over the Guy
4723,"Deep End, The"
4725,Session 9
4727,Captain Corelli's Mandolin
4728,Rat Race
4732,Bubble Boy
4733,"Curse of the Jade Scorpion, The"
4734,Jay and Silent Bob Strike Back
4735,Ghosts of Mars
4736,Summer Catch
4738,Happy Accidents
4740,Maybe Baby
4741,Together (Tillsammans)
4743,Tortilla Soup
4744,Jeepers Creepers
4745,O
4748,3 Ninjas
4749,3 Ninjas Kick Back
4750,3 Ninjas Knuckle Up
47810,"Wicker Man, The"
4756,"Musketeer, The"
4757,Rock Star
4759,Two Can Play That Game
4765,L.I.E.
4766,"Our Lady of the Assassins (Virgen de los sicarios, La)"
4769,Into the Arms of Strangers: Stories of the Kindertransport
4770,"Glass House, The"
4771,Hardball
4772,Dinner Rush
4773,Haiku Tunnel
4774,Big Trouble
4775,Glitter
4776,Training Day
4777,"American Astronaut, The"
4780,Liam
4782,Sidewalks of New York
4783,"Endurance: Shackleton's Legendary Antarctic Expedition, The"
4784,"French Lieutenant's Woman, The"
4785,"Great Silence, The (Grande silenzio, Il)"
4786,"Legend of Hell House, The"
4787,Little Man Tate
4788,Moscow Does Not Believe in Tears (Moskva slezam ne verit)
4789,Phantom of the Paradise
4792,13 Ghosts
4794,Opera
4795,Father Goose
4796,"Grass Is Greener, The"
4798,Indiscreet
4799,"It's a Mad, Mad, Mad, Mad World"
25962,King Solomon's Mines
4801,"Little Foxes, The"
4802,Operation Petticoat
4803,Play Misty for Me
4804,Pocketful of Miracles
4808,"Vanishing, The"
4809,Silkwood
4810,I Never Promised You a Rose Garden
4811,Quadrophenia
4812,SpaceCamp
4813,When Worlds Collide
4814,Don't Say a Word
4815,Hearts in Atlantis
4816,Zoolander
4818,Extreme Days
4821,Joy Ride
4822,Max Keeble's Big Move
4823,Serendipity
4825,"Swamp, The (Ciénaga, La)"
4826,"Big Red One, The"
4827,"Boogeyman, The"
4828,"Party, The (Boum, La)"
4830,Brubaker
4831,Can't Stop the Music
4833,"Changeling, The"
4835,Coal Miner's Daughter
4836,"Competition, The"
4840,"Last Metro, The (Dernier métro, Le)"
4844,Bandits
4845,Corky Romano
4846,Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau)
4847,Fat Girl (À ma soeur!)
4848,Mulholland Drive
4849,My First Mister
4850,Spriggan (Supurigan)
4852,Bones
4855,Dirty Harry
4857,Fiddler on the Roof
4860,Making the Grade
4862,Not Without My Daughter
4863,Female Trouble
4864,Titanica
4865,From Hell
4866,"Last Castle, The"
4867,Riding in Cars with Boys
129354,Focus
4873,Waking Life
4874,K-PAX
4876,Thirteen Ghosts (a.k.a. Thir13en Ghosts)
4877,Better Than Sex
4878,Donnie Darko
4879,High Heels and Low Lifes
4880,Life as a House
4881,"Man Who Wasn't There, The"
4883,"Town is Quiet, The (Ville est tranquille, La)"
4885,Domestic Disturbance
4886,"Monsters, Inc."
4887,"One, The"
4888,Tape
4889,Heist
4890,Shallow Hal
43904,When a Stranger Calls
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone)
4898,Novocaine
4899,Black Knight
31049,Out Cold
4901,Spy Game
4902,"Devil's Backbone, The (Espinazo del diablo, El)"
4903,In the Bedroom
4909,"Incredible Shrinking Woman, The"
4911,Jabberwocky
4912,Funny Girl
4914,Breathless (À bout de souffle)
4915,"Beastmaster, The"
4916,Midway
4917,MacArthur
4919,Subway
4920,"Now, Voyager"
4925,"Cheap Detective, The"
4926,Everybody's Famous! (Iedereen beroemd!)
4927,"Last Wave, The"
4928,That Obscure Object of Desire (Cet obscur objet du désir)
4929,"Toy, The"
4932,Dressed to Kill
4936,Fame
4939,"Final Countdown, The"
4941,Flash Gordon
4942,"Angry Red Planet, The"
4945,"Enforcer, The"
4946,"Eye for an Eye, An"
4947,"Gauntlet, The"
4952,Morons From Outer Space
4953,"People That Time Forgot, The"
4954,Ocean's Eleven (a.k.a. Ocean's 11)
4956,"Stunt Man, The"
4957,Sudden Impact
4958,Behind Enemy Lines
4959,"Affair of the Necklace, The"
4961,Pornstar: The Legend of Ron Jeremy
4962,Texas Rangers
4963,Ocean's Eleven
4964,Baran
4965,"Business of Strangers, The"
4966,"Incredible Shrinking Man, The"
4969,And Then There Were None
4970,"Blue Angel, The (Blaue Engel, Der)"
4971,Moscow on the Hudson
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le)"
4974,Not Another Teen Movie
4975,Vanilla Sky
4976,Iris
4977,Kandahar (Safar e Ghandehar)
4978,Lantana
4979,"Royal Tenenbaums, The"
4980,Bill & Ted's Bogus Journey
4981,Clockwise
4985,Sheena
4987,Spacehunter: Adventures in the Forbidden Zone
4988,White Water Summer
4989,How High
4990,Jimmy Neutron: Boy Genius
4991,Joe Somebody
4992,Kate & Leopold
4993,"Lord of the Rings: The Fellowship of the Ring, The"
4994,"Majestic, The"
4995,"Beautiful Mind, A"
4998,"Defiant Ones, The"
5004,"Party, The"
5007,Topkapi
5008,Witness for the Prosecution
5009,Ali
5010,Black Hawk Down
5011,Charlotte Gray
5012,Yentl
5013,Gosford Park
5014,I Am Sam
5015,Monster's Ball
5016,"Shipping News, The"
5021,Murder by Death
5023,"Waterdance, The"
5025,Orange County
5026,"Brotherhood of the Wolf (Pacte des loups, Le)"
5027,Another 48 Hrs.
5028,What Time Is It There? (Ni neibian jidian)
5033,"Russia House, The"
5034,"Truly, Madly, Deeply"
5039,Dragonslayer
5040,Conan the Destroyer
65651,Fire and Ice
5046,Impostor
5047,Kung Pow: Enter the Fist
5048,Snow Dogs
5049,48 Hrs.
5051,Italian for Beginners (Italiensk for begyndere)
5053,Blankman
44719,Brainstorm
5055,Dragon: The Bruce Lee Story
5059,Little Dieter Needs to Fly
5060,M*A*S*H (a.k.a. MASH)
5062,Seconds
5063,One-Eyed Jacks
5064,The Count of Monte Cristo
5065,"Mothman Prophecies, The"
5066,"Walk to Remember, A"
5068,Beijing Bicycle (Shiqi sui de dan che)
